name,team,league,season,penalties_scored,penalties_taken
Johannes Geis,Schalke 04,Germany,2015,1,1
Bafétimbi Gomis,Swansea City,England,2015,1,1
Benjamin Moukandjo,Lorient,France,2015,5,5
James Morrison,West Brom,England,2015,0,1
Gerard Moreno,Espanyol,Spain,2015,1,1
Álvaro Morata,Juventus,Italy,2015,1,1
Aleksandar Mitrović,Newcastle Utd,England,2015,2,2
James Milner,Liverpool,England,2015,1,1
Lionel Messi,Barcelona,Spain,2015,3,6
Jérémy Ménez,Milan,Italy,2015,1,1
Alexander Meier,Eint Frankfurt,Germany,2015,1,1
Jerry Mbakogu,Carpi,Italy,2015,1,3
Juan Mata,Manchester Utd,England,2015,1,1
Jonas Martin,Montpellier,France,2015,2,2
Sadio Mané,Southampton,England,2015,0,1
Filip Kostić,Stuttgart,Germany,2015,1,1
Anthony Modeste,Köln,Germany,2015,3,4
Aleksandar Kolarov,Manchester City,England,2015,0,1
Ander Herrera,Manchester Utd,England,2015,1,1
Javier Hernández,Leverkusen,Germany,2015,1,1
Pedro Henrique,Rennes,France,2015,0,1
Moritz Hartmann,Ingolstadt 04,Germany,2015,8,8
Marek Hamšík,Napoli,Italy,2015,1,2
André Hahn,M'Gladbach,Germany,2015,1,1
Jonathan de Guzmán,Carpi,Italy,2015,1,1
John Guidetti,Celta Vigo,Spain,2015,1,1
Antoine Griezmann,Atlético Madrid,Spain,2015,1,2
Olivier Giroud,Arsenal,England,2015,1,1
Youssef El-Arabi,Granada,Spain,2015,7,7
Antonio Di Natale,Udinese,Italy,2015,1,1
Marko Arnautović,Stoke City,England,2015,3,3
Lacina Traoré,Monaco,France,2015,0,1
Gylfi Sigurðsson,Swansea City,England,2015,3,3
Mark Noble,West Ham,England,2015,3,3
Jacques Zoua,Gazélec Ajaccio,France,2015,2,2
Granit Xhaka,M'Gladbach,Germany,2015,1,1
Georginio Wijnaldum,Newcastle Utd,England,2015,1,1
Connor Wickham,Crystal Palace,England,2015,1,1
James Ward-Prowse,Southampton,England,2015,1,1
Sandro Wagner,Darmstadt 98,Germany,2015,2,4
Kevin Volland,Hoffenheim,Germany,2015,2,3
Jonathan Viera,Las Palmas,Spain,2015,4,5
Haris Seferović,Eint Frankfurt,Germany,2015,1,1
Verza,Levante,Spain,2015,1,1
Simone Verdi,Carpi,Italy,2015,2,2
Franco Vázquez,Palermo,Italy,2015,1,1
Jonjo Shelvey,Swansea City,England,2015,1,1
Álvaro Vázquez,Getafe,Spain,2015,1,1
Leonardo Ulloa,Leicester City,England,2015,1,1
Anthony Ujah,Werder Bremen,Germany,2015,0,1
Roberto Trashorras,Rayo Vallecano,Spain,2015,2,3
Yaya Touré,Manchester City,England,2015,1,1
Francesco Totti,Roma,Italy,2015,1,1
Luca Toni,Hellas Verona,Italy,2015,3,3
Dušan Tadić,Southampton,England,2015,1,1
Paul Verhaegh,Augsburg,Germany,2015,6,6
Paul Pogba,Juventus,Italy,2015,1,2
Nolito,Celta Vigo,Spain,2015,1,2
Paul-Georges Ntep,Rennes,France,2015,0,1
Sylvain Armand,Rennes,France,2015,0,1
Sloan Privat,Guingamp,France,2015,0,1
Fabio Quagliarella,Torino,Italy,2015,1,1
Raffael,M'Gladbach,Germany,2015,1,1
Wayne Rooney,Manchester Utd,England,2015,1,1
Arjen Robben,Bayern Munich,Germany,2015,1,1
Ricardo Rodríguez,Wolfsburg,Germany,2015,2,2
Cristiano Ronaldo,Real Madrid,Spain,2015,6,9
Xabi Prieto,Real Sociedad,Spain,2015,1,1
Nolan Roux,Saint-Étienne,France,2015,1,1
Antonio Sanabria,Sporting Gijón,Spain,2015,1,1
Marco Reus,Dortmund,Germany,2015,1,2
Eugen Polanski,Hoffenheim,Germany,2015,0,1
Lucas Pérez,La Coruña,Spain,2015,1,1
Miralem Pjanić,Roma,Italy,2015,1,1
Claudio Pizarro,Werder Bremen,Germany,2015,5,6
Mauricio Pinilla,Atalanta,Italy,2015,0,1
Diego Perotti,Genoa,Italy,2015,1,1
Sergio Pellissier,Chievo,Italy,2015,2,2
Giampaolo Pazzini,Hellas Verona,Italy,2015,3,4
Alexandre Pato,Chelsea,England,2015,1,1
Daniel Parejo,Valencia,Spain,2015,2,2
Alberto Paloschi,Chievo,Italy,2015,1,3
Riccardo Saponara,Empoli,Italy,2015,0,1
Fabián Orellana,Celta Vigo,Spain,2015,1,1
Alexander Søderlund,Saint-Étienne,France,2015,0,1
Luis Suárez,Barcelona,Spain,2015,3,5
Oscar,Chelsea,England,2015,1,2
Bruno Soriano,Villarreal,Spain,2015,3,3
Valentin Eysseric,Saint-Étienne,France,2015,2,2
Mevlüt Erdinç,Hannover 96,Germany,2015,0,1
Éder,Lille,France,2015,1,1
Éder,Sampdoria,Italy,2015,3,3
Edin Džeko,Roma,Italy,2015,2,2
Paulo Dybala,Juventus,Italy,2015,6,6
Duda,Málaga,Spain,2015,0,1
Bas Dost,Wolfsburg,Germany,2015,1,1
Federico Dionisi,Frosinone,Italy,2015,1,1
Diego,Reims,France,2015,1,1
Daniel Didavi,Stuttgart,Germany,2015,2,2
Fallou Diagne,Rennes,France,2015,2,2
Felipe Caicedo,Espanyol,Spain,2015,0,1
Yohan Cabaye,Crystal Palace,England,2015,3,4
Burgui,Espanyol,Spain,2015,0,1
Martin Braithwaite,Toulouse,France,2015,2,3
Éver Banega,Sevilla,Spain,2015,1,1
Leighton Baines,Everton,England,2015,1,1
Carlos Bacca,Milan,Italy,2015,2,2
Khouma Babacar,Fiorentina,Italy,2015,1,1
Floyd Ayité,Bastia,France,2015,1,1
Jordan Ayew,Aston Villa,England,2015,1,1
Pierre-Emerick Aubameyang,Dortmund,Germany,2015,3,4
Iago Aspas,Celta Vigo,Spain,2015,1,1
Lars Stindl,M'Gladbach,Germany,2015,1,2
Fabinho,Monaco,France,2015,6,6
Cesc Fàbregas,Chelsea,England,2015,2,2
Cheick Diabaté,Bordeaux,France,2015,1,1
Julien Féret,Caen,France,2015,1,1
Giovanni Sio,Rennes,France,2015,0,1
Diego Falcinelli,Sassuolo,Italy,2015,1,1
Scott Sinclair,Aston Villa,England,2015,1,1
Jamie Vardy,Leicester City,England,2015,5,6
Callum Wilson,Bournemouth,England,2015,1,1
M'Baye Niang,Milan,Italy,2015,2,2
Neymar,Barcelona,Spain,2015,5,7
Andy Delort,Caen,France,2015,4,5
Troy Deeney,Watford,England,2015,6,7
Charlie Daniels,Bournemouth,England,2015,2,2
Gaël Danic,Bastia,France,2015,1,1
Duje Čop,Málaga,Spain,2015,1,1
Daniel Ciofani,Frosinone,Italy,2015,2,2
Jermain Defoe,Sunderland,England,2015,1,1
Ousmane Dembélé,Rennes,France,2015,1,1
Germán Denis,Atalanta,Italy,2015,1,2
Charles,Málaga,Spain,2015,1,1
Hakan Çalhanoğlu,Leverkusen,Germany,2015,1,2
Mattia Destro,Bologna,Italy,2015,2,3
Andy Carroll,West Ham,England,2015,1,1
Antonio Candreva,Lazio,Italy,2015,6,8
Edinson Cavani,Paris S-G,France,2015,0,1
Santi Cazorla,Arsenal,England,2015,0,1
Alessio Cerci,Genoa,Italy,2015,3,3
Luca Cigarini,Atalanta,Italy,2015,1,1
Rubén Castro,Betis,Spain,2015,3,4
Roberto Torres,Osasuna,Spain,2016,3,5
Yaya Touré,Manchester City,England,2016,2,2
Alassane Pléa,Nice,France,2016,1,2
Lacina Traoré,Sporting Gijón,Spain,2016,0,1
Marcello Trotta,Crotone,Italy,2016,1,1
Valentín Vada,Bordeaux,France,2016,2,2
Sam Vokes,Burnley,England,2016,2,2
Paul Verhaegh,Augsburg,Germany,2016,3,4
Jonathan Viera,Las Palmas,Spain,2016,4,4
Mario Vrančić,Darmstadt 98,Germany,2016,1,1
Kevin Volland,Leverkusen,Germany,2016,1,1
Theo Walcott,Arsenal,England,2016,0,1
Fernando Torres,Atlético Madrid,Spain,2016,1,2
Carlos Vela,Real Sociedad,Spain,2016,3,4
Ömer Toprak,Leverkusen,Germany,2016,0,1
Francesco Totti,Roma,Italy,2016,2,2
Florian Thauvin,Marseille,France,2016,1,1
Júlio Tavares,Dijon,France,2016,2,2
Dušan Tadić,Southampton,England,2016,1,2
Suso,Milan,Italy,2016,0,1
Lars Stindl,M'Gladbach,Germany,2016,0,1
Junior Stanislas,Bournemouth,England,2016,2,2
Roberto Soriano,Villarreal,Spain,2016,1,1
Bruno Soriano,Villarreal,Spain,2016,3,4
Roberto Soldado,Villarreal,Spain,2016,1,1
Robert Snodgrass,Hull City,England,2016,2,2
Mauricio Pinilla,Atalanta,Italy,2016,1,1
Pablo Piatti,Espanyol,Spain,2016,1,1
Jonathan Walters,Stoke City,England,2016,1,1
Maximilian Philipp,Freiburg,Germany,2016,0,1
Cyril Théréau,Udinese,Italy,2016,1,2
Timo Werner,RB Leipzig,Germany,2016,2,2
Jairo Samperio,Mainz 05,Germany,2016,2,2
Duván Zapata,Udinese,Italy,2016,1,1
Alexander Meier,Eint Frankfurt,Germany,2016,0,2
Michael Santos,Málaga,Spain,2016,1,2
Christian Santos,Alavés,Spain,2016,2,2
Ivan Santini,Caen,France,2016,3,4
Nicola Sansone,Villarreal,Spain,2016,1,1
Frédéric Sammaritano,Dijon,France,2016,1,2
Sidney Sam,Darmstadt 98,Germany,2016,2,2
Yannis Salibur,Guingamp,France,2016,1,1
Emiliano Sala,Nantes,France,2016,1,2
Nolan Roux,Saint-Étienne,France,2016,3,3
Wayne Rooney,Manchester Utd,England,2016,1,1
Cristiano Ronaldo,Real Madrid,Spain,2016,6,7
Diego Rolán,Bordeaux,France,2016,0,1
Ricardo Rodríguez,Wolfsburg,Germany,2016,1,1
Callum Wilson,Bournemouth,England,2016,3,3
Ronny Rodelin,Caen,France,2016,1,1
Marco Reus,Dortmund,Germany,2016,2,2
Recio,Málaga,Spain,2016,1,1
Sandro Ramírez,Málaga,Spain,2016,0,1
Raffael,M'Gladbach,Germany,2016,1,1
Fabio Quagliarella,Sampdoria,Italy,2016,3,4
Manuel Pucciarelli,Empoli,Italy,2016,1,2
Xabi Prieto,Real Sociedad,Spain,2016,1,1
Nicolas de Préville,Lille,France,2016,4,4
Ezequiel Ponce,Granada,Spain,2016,0,1
Matteo Politano,Sassuolo,Italy,2016,2,2
Jean Seri,Nice,France,2016,2,2
Gylfi Sigurðsson,Swansea City,England,2016,3,3
Giovanni Simeone,Genoa,Italy,2016,1,2
Islam Slimani,Leicester City,England,2016,1,1
Federico Ricci,Sassuolo,Italy,2016,1,1
Eric Maxim Choupo-Moting,Schalke 04,Germany,2016,1,2
Benjamin Moukandjo,Lorient,France,2016,3,3
Thomas Mangani,Angers,France,2016,2,2
Lorenzo Pellegrini,Sassuolo,Italy,2016,1,1
João Pedro,Cagliari,Italy,2016,1,2
Alexandre Pato,Villarreal,Spain,2016,0,1
Manuel Pasqual,Empoli,Italy,2016,1,1
Thomas Partey,Atlético Madrid,Spain,2016,0,1
Daniel Parejo,Valencia,Spain,2016,3,5
Raffaele Palladino,Crotone,Italy,2016,1,2
Adam Ounas,Bordeaux,France,2016,1,1
Lucas Ocampos,Genoa,Italy,2016,1,1
Mark Noble,West Ham,England,2016,1,2
Jérémy Ménez,Bordeaux,France,2016,0,1
Florian Niederlechner,Freiburg,Germany,2016,3,3
Neymar,Barcelona,Spain,2016,1,1
Ilija Nestorovski,Palermo,Italy,2016,1,1
Sergio Pellissier,Chievo,Italy,2016,3,3
Álvaro Negredo,Middlesbrough,England,2016,2,2
Nani,Valencia,Spain,2016,1,1
Luis Muriel,Sampdoria,Italy,2016,4,4
Lucas Moura,Paris S-G,France,2016,1,1
Pablo Sarabia,Sevilla,Spain,2016,1,1
Gerard Moreno,Espanyol,Spain,2016,0,1
Momo,Las Palmas,Spain,2016,1,1
Anthony Modeste,Köln,Germany,2016,3,4
James Milner,Liverpool,England,2016,7,8
Luka Milivojević,Crystal Palace,England,2016,2,2
Lionel Messi,Barcelona,Spain,2016,6,7
M'Baye Niang,Milan,Italy,2016,1,3
Aritz Aduriz,Athletic Club,Spain,2016,5,5
Francesco Acerbi,Sassuolo,Italy,2016,1,1
Charlie Adam,Stoke City,England,2016,1,1
Samir Nasri,Sevilla,Spain,2016,0,1
Javier Mascherano,Barcelona,Spain,2016,1,1
Lucas Pérez,La Coruña,Spain,2016,1,1
Nils Petersen,Freiburg,Germany,2016,2,3
Yunus Mallı,Mainz 05,Germany,2016,3,3
Malcom,Bordeaux,France,2016,0,1
Abdul Majeed Waris,Lorient,France,2016,1,3
Riyad Mahrez,Leicester City,England,2016,3,5
Massimo Maccarone,Empoli,Italy,2016,2,2
Romelu Lukaku,Everton,England,2016,1,1
Luciano,Leganés,Spain,2016,1,1
Isma López,Sporting Gijón,Spain,2016,0,1
Shane Long,Southampton,England,2016,0,1
Adem Ljajić,Torino,Italy,2016,1,2
Ledian Memushaj,Pescara,Italy,2016,0,2
Lucas Lima,Nantes,France,2016,1,2
Robert Lewandowski,Bayern Munich,Germany,2016,5,5
Sergio León,Osasuna,Spain,2016,1,1
Diego Perotti,Roma,Italy,2016,7,7
Pedro León,Eibar,Spain,2016,1,2
Manuel Lanzini,West Ham,England,2016,2,2
Érik Lamela,Tottenham,England,2016,0,1
Alexandre Lacazette,Lyon,France,2016,10,12
Max Kruse,Werder Bremen,Germany,2016,4,4
Bojan Krkić,Stoke City,England,2016,2,3
Ladislav Krejčí,Bologna,Italy,2016,1,1
Andrej Kramarić,Hoffenheim,Germany,2016,5,5
Joshua King,Bournemouth,England,2016,2,3
Stefan Kießling,Leverkusen,Germany,2016,1,1
Isaac Kiese Thelin,Bordeaux,France,2016,1,1
Dario Lezcano,Ingolstadt 04,Germany,2016,0,1
Harry Kane,Tottenham,England,2016,5,6
Edgar Mendez,Alavés,Spain,2016,1,1
Dries Mertens,Napoli,Italy,2016,2,3
Gianluca Lapadula,Milan,Italy,2016,2,2
André Schürrle,Dortmund,Germany,2016,1,1
Alexis Sánchez,Arsenal,England,2016,2,3
Antony Robic,Nancy,France,2016,0,1
Yann Jouffre,Metz,France,2016,2,2
Willian José,Real Sociedad,Spain,2016,3,3
Jony,Málaga,Spain,2016,1,1
Aron Jóhannsson,Werder Bremen,Germany,2016,1,1
Gabriel Jesus,Manchester City,England,2016,1,1
Jesé,Paris S-G,France,2016,1,1
Jesé,Las Palmas,Spain,2016,1,1
Vincent Janssen,Tottenham,England,2016,1,1
Lorenzo Insigne,Napoli,Italy,2016,2,2
Roberto Inglese,Chievo,Italy,2016,0,1
Ciro Immobile,Lazio,Italy,2016,6,6
Josip Iličić,Fiorentina,Italy,2016,1,3
Kamil Grosicki,Rennes,France,2016,1,2
Pietro Iemmello,Sassuolo,Italy,2016,1,1
Famara Diedhiou,Angers,France,2016,1,2
Vicente Iborra,Sevilla,Spain,2016,1,1
Aaron Hunt,Hamburger SV,Germany,2016,0,1
Tom Huddlestone,Hull City,England,2016,1,1
Lukas Hinterseer,Ingolstadt 04,Germany,2016,2,2
Javier Hernández,Leverkusen,Germany,2016,0,2
Thorgan Hazard,M'Gladbach,Germany,2016,0,1
Eden Hazard,Chelsea,England,2016,2,3
Makoto Hasebe,Eint Frankfurt,Germany,2016,1,2
Moritz Hartmann,Ingolstadt 04,Germany,2016,0,1
Romain Hamouma,Saint-Étienne,France,2016,2,2
André Hahn,M'Gladbach,Germany,2016,0,1
Youssouf Hadji,Nancy,France,2016,0,1
Jonathan de Guzmán,Chievo,Italy,2016,1,1
Zlatan Ibrahimović,Manchester Utd,England,2016,2,3
Adama Diakhaby,Rennes,France,2016,1,1
Vedad Ibišević,Hertha BSC,Germany,2016,3,3
Stevan Jovetić,Sevilla,Spain,2016,0,1
John Guidetti,Celta Vigo,Spain,2016,1,1
Mauro Icardi,Inter,Italy,2016,3,4
Gabi,Atlético Madrid,Spain,2016,0,1
Kévin Gameiro,Atlético Madrid,Spain,2016,1,1
Manu García,Alavés,Spain,2016,1,1
Raúl García,Athletic Club,Spain,2016,3,3
Serge Gnabry,Werder Bremen,Germany,2016,1,1
Franck Kessié,Atalanta,Italy,2016,2,2
Mario Gómez,Wolfsburg,Germany,2016,2,2
Moi Gómez,Sporting Gijón,Spain,2016,1,1
Andre Gray,Burnley,England,2016,2,2
Bafétimbi Gomis,Marseille,France,2016,3,3
Jérôme Gondorf,Darmstadt 98,Germany,2016,1,1
Adrián González,Eibar,Spain,2016,5,5
Antoine Griezmann,Atlético Madrid,Spain,2016,0,2
Manolo Gabbiadini,Napoli,Italy,2016,1,1
Radamel Falcao,Monaco,France,2016,4,4
Emil Forsberg,RB Leipzig,Germany,2016,1,2
Nabil Fekir,Lyon,France,2016,2,2
Pascal Groß,Ingolstadt 04,Germany,2016,3,3
Manolo Gabbiadini,Southampton,England,2016,0,1
Johan Djourou,Hamburger SV,Germany,2016,0,1
Paulo Dybala,Juventus,Italy,2016,3,3
Vincenzo Grifo,Freiburg,Germany,2016,1,1
Edin Džeko,Roma,Italy,2016,1,3
Yassine Benzia,Lille,France,2016,1,1
Éder,Lille,France,2016,1,2
Marco Fabián,Eint Frankfurt,Germany,2016,1,2
Fabinho,Monaco,France,2016,7,7
Fayçal Fajr,La Coruña,Spain,2016,0,1
Diego Falcinelli,Crotone,Italy,2016,2,2
Iago Falque,Torino,Italy,2016,2,5
Diego Farias,Cagliari,Italy,2016,2,2
Mevlüt Erdinç,Metz,France,2016,3,4
Issiar Dia,Nancy,France,2016,1,1
Papu Gómez,Atalanta,Italy,2016,2,2
Robert Berić,Saint-Étienne,France,2016,0,1
Grégoire Defrel,Sassuolo,Italy,2016,1,1
Jermain Defoe,Sunderland,England,2016,5,5
Troy Deeney,Watford,England,2016,3,3
Daniele De Rossi,Roma,Italy,2016,2,2
Kevin De Bruyne,Manchester City,England,2016,0,1
Enzo Crivelli,Bastia,France,2016,0,1
Diego Costa,Chelsea,England,2016,0,1
Duje Čop,Sporting Gijón,Spain,2016,3,4
Emre Çolak,La Coruña,Spain,2016,0,1
Antonio Čolak,Darmstadt 98,Germany,2016,1,2
Almog Cohen,Ingolstadt 04,Germany,2016,1,1
Nacer Chadli,West Brom,England,2016,1,1
Pablo de Blasis,Mainz 05,Germany,2016,1,1
Santi Cazorla,Arsenal,England,2016,2,2
Andy Delort,Toulouse,France,2016,1,2
Rubén Castro,Betis,Spain,2016,2,2
Gianluca Caprari,Pescara,Italy,2016,1,2
Antonio Candreva,Inter,Italy,2016,0,1
Hakan Çalhanoğlu,Leverkusen,Germany,2016,1,2
Felipe Caicedo,Espanyol,Spain,2016,0,1
Yohan Cabaye,Crystal Palace,England,2016,0,1
Guido Burgstaller,Schalke 04,Germany,2016,0,1
Daniel Brosinski,Mainz 05,Germany,2016,1,1
Jimmy Briand,Guingamp,France,2016,3,3
Martin Braithwaite,Toulouse,France,2016,4,6
Ryad Boudebouz,Montpellier,France,2016,3,3
Marco Borriello,Cagliari,Italy,2016,1,2
Edinson Cavani,Paris S-G,France,2016,7,8
Salomon Kalou,Hertha BSC,Germany,2016,1,1
Federico Bernardeschi,Fiorentina,Italy,2016,3,4
Yannick Carrasco,Atlético Madrid,Spain,2016,0,1
Mattia Destro,Bologna,Italy,2016,0,1
Celso Borges,La Coruña,Spain,2016,2,3
Cristiano Biraghi,Pescara,Italy,2016,1,2
Yann Bodiger,Toulouse,France,2016,1,1
Christian Benteke,Crystal Palace,England,2016,2,4
Wissam Ben Yedder,Sevilla,Spain,2016,1,1
Andrea Belotti,Torino,Italy,2016,2,2
Ashley Barnes,Burnley,England,2016,2,2
Mario Balotelli,Nice,France,2016,3,4
Keita Baldé,Lazio,Italy,2016,2,2
Leighton Baines,Everton,England,2016,2,3
Carlos Bacca,Milan,Italy,2016,4,6
Ryan Babel,La Coruña,Spain,2016,0,1
Khouma Babacar,Fiorentina,Italy,2016,1,1
Lucas Biglia,Lazio,Italy,2016,3,5
Charlie Austin,Southampton,England,2016,2,2
Iago Aspas,Celta Vigo,Spain,2016,6,6
Nabil Bentaleb,Schalke 04,Germany,2016,1,1
Marko Arnautović,Stoke City,England,2016,0,1
Cheick Diabaté,Metz,France,2016,3,3
Pierre-Emerick Aubameyang,Dortmund,Germany,2016,2,4
Harry Arter,Bournemouth,England,2016,0,1
Nikola Kalinić,Fiorentina,Italy,2016,1,2
Benik Afobe,Bournemouth,England,2016,0,1
Sergio Agüero,Manchester City,England,2016,4,5
Alexander,Leganés,Spain,2016,1,1
Domenico Berardi,Sassuolo,Italy,2016,2,3
Dele Alli,Tottenham,England,2016,1,1
Hamit Altıntop,Darmstadt 98,Germany,2016,0,1
Sami Allagui,Hertha BSC,Germany,2016,1,1
Felipe Anderson,Lazio,Italy,2016,1,1
José Antonio Reyes,Espanyol,Spain,2016,1,1
Miguel Ángel Guerrero,Leganés,Spain,2016,1,1
Charles Aránguiz,Leverkusen,Germany,2016,1,2
Jordan Veretout,Fiorentina,Italy,2017,2,3
Paul Verhaegh,Wolfsburg,Germany,2017,1,3
Jonathan Viera,Las Palmas,Spain,2017,1,3
Nicolas Viola,Benevento,Italy,2017,0,1
Sandro Wagner,Hoffenheim,Germany,2017,1,1
Luca Waldschmidt,Hamburger SV,Germany,2017,0,1
Wendell,Leverkusen,Germany,2017,2,3
Timo Werner,RB Leipzig,Germany,2017,2,2
Willian,Chelsea,England,2017,1,1
Bobby Wood,Hamburger SV,Germany,2017,1,1
Harry Kane,Tottenham,England,2017,2,3
Federico Viviani,SPAL,Italy,2017,0,1
Simone Verdi,Bologna,Italy,2017,2,2
Manu Trigueros,Villarreal,Spain,2017,1,2
Jamie Vardy,Leicester City,England,2017,5,6
Fernando Torres,Atlético Madrid,Spain,2017,0,1
Karl Toko Ekambi,Angers,France,2017,3,3
Cyril Théréau,Udinese,Italy,2017,1,1
Florian Thauvin,Marseille,France,2017,3,4
Simon Terodde,Köln,Germany,2017,1,1
Simon Terodde,Stuttgart,Germany,2017,0,1
Júlio Tavares,Dijon,France,2017,3,3
Dušan Tadić,Southampton,England,2017,1,1
Luis Suárez,Barcelona,Spain,2017,1,1
Junior Stanislas,Bournemouth,England,2017,1,1
Cristhian Stuani,Girona,Spain,2017,5,5
Raheem Sterling,Manchester City,England,2017,1,1
Naïm Sliti,Dijon,France,2017,2,2
Cyril Théréau,Fiorentina,Italy,2017,3,3
Ricardo Rodríguez,Milan,Italy,2017,1,2
Fabio Quagliarella,Sampdoria,Italy,2017,7,8
André Schürrle,Dortmund,Germany,2017,0,1
Marcello Trotta,Crotone,Italy,2017,2,3
Marco Sau,Cagliari,Italy,2017,0,1
Ivan Santini,Caen,France,2017,5,6
Nicola Sansone,Villarreal,Spain,2017,1,1
Younousse Sankharé,Bordeaux,France,2017,1,1
Alexis Sánchez,Manchester Utd,England,2017,0,1
Alexis Sánchez,Arsenal,England,2017,1,1
Sejad Salihović,Hamburger SV,Germany,2017,1,1
Mohamed Salah,Liverpool,England,2017,1,2
Emiliano Sala,Nantes,France,2017,4,5
Nolan Roux,Metz,France,2017,0,1
Wayne Rooney,Everton,England,2017,3,6
Giovanni Sio,Montpellier,France,2017,0,1
Xherdan Shaqiri,Stoke City,England,2017,0,1
Rômulo,Hellas Verona,Italy,2017,2,2
Jay Rodriguez,West Brom,England,2017,1,1
Ángel Rodríguez,Getafe,Spain,2017,0,1
Rodrigo,Valencia,Spain,2017,1,1
Ronny Rodelin,Caen,France,2017,0,1
Arjen Robben,Bayern Munich,Germany,2017,0,1
Emmanuel Rivière,Metz,France,2017,2,2
Marco Reus,Dortmund,Germany,2017,0,1
Loïc Rémy,Getafe,Spain,2017,1,1
Recio,Málaga,Spain,2017,1,1
Sergio Ramos,Real Madrid,Spain,2017,2,3
Raffael,M'Gladbach,Germany,2017,1,1
Cristiano Ronaldo,Real Madrid,Spain,2017,3,4
Marten de Roon,Atalanta,Italy,2017,1,2
Erick Pulgar,Bologna,Italy,2017,0,1
Kenny Lala,Strasbourg,France,2017,3,3
Nicolas de Préville,Lille,France,2017,1,1
Nicolas de Préville,Bordeaux,France,2017,0,1
Dries Mertens,Napoli,Italy,2017,4,5
Matteo Politano,Sassuolo,Italy,2017,0,2
Alassane Pléa,Nice,France,2017,1,2
Pablo Piatti,Espanyol,Spain,2017,1,1
Nils Petersen,Freiburg,Germany,2017,5,6
Lucas Pérez,La Coruña,Spain,2017,3,4
Nicolas Pépé,Lille,France,2017,1,1
Stef Peeters,Caen,France,2017,0,1
João Pedro,Cagliari,Italy,2017,1,1
Giampaolo Pazzini,Hellas Verona,Italy,2017,4,4
Dimitri Payet,Marseille,France,2017,2,3
Daniel Parejo,Valencia,Spain,2017,6,6
Francisco Portillo,Getafe,Spain,2017,1,2
Diego Perotti,Roma,Italy,2017,2,4
Nolito,Sevilla,Spain,2017,0,1
Santi Mina,Valencia,Spain,2017,1,1
Luka Milivojević,Crystal Palace,England,2017,6,7
Gerard Moreno,Espanyol,Spain,2017,1,2
Ndombe Mubele,Rennes,France,2017,0,1
Aaron Mooy,Huddersfield,England,2017,1,1
Neymar,Paris S-G,France,2017,4,4
Yeni Ngbakoto,Guingamp,France,2017,1,1
Adama Niane,Troyes,France,2017,2,2
Florian Niederlechner,Freiburg,Germany,2017,0,1
Glenn Murray,Brighton,England,2017,4,6
Jorge Molina,Getafe,Spain,2017,3,6
Davie Selke,Hertha BSC,Germany,2017,1,1
Mark Noble,West Ham,England,2017,2,2
Saido Berahino,Stoke City,England,2017,0,1
Lionel Messi,Barcelona,Spain,2017,2,4
Sergio León,Betis,Spain,2017,0,1
Anthony Martial,Manchester Utd,England,2017,1,1
Roger Martí,Levante,Spain,2017,1,1
Mariano,Lyon,France,2017,1,1
Harrison Manzala,Amiens,France,2017,1,1
Thomas Mangani,Angers,France,2017,1,1
Malcom,Bordeaux,France,2017,1,2
Senad Lulić,Lazio,Italy,2017,1,1
Romelu Lukaku,Manchester Utd,England,2017,0,1
Luisinho,La Coruña,Spain,2017,0,1
José Luis Morales,Levante,Spain,2017,3,3
Maxi López,Udinese,Italy,2017,1,1
Dimitri Liénard,Strasbourg,France,2017,1,1
Stephan Lichtsteiner,Juventus,Italy,2017,0,1
Alessandro Matri,Sassuolo,Italy,2017,1,3
Jonas Martin,Strasbourg,France,2017,3,3
Pierre Lees-Melou,Nice,France,2017,1,1
Gianluca Lapadula,Genoa,Italy,2017,3,4
Manuel Lanzini,West Ham,England,2017,0,1
Alexandre Lacazette,Arsenal,England,2017,2,2
Gaëtan Laborde,Bordeaux,France,2017,1,1
Rajiv van La Parra,Huddersfield,England,2017,1,1
Andrej Kramarić,Hoffenheim,Germany,2017,2,2
Filip Kostić,Hamburger SV,Germany,2017,0,1
Moussa Konaté,Amiens,France,2017,2,2
Joshua King,Bournemouth,England,2017,2,2
Wahbi Khazri,Rennes,France,2017,3,4
Xabi Prieto,Real Sociedad,Spain,2017,1,1
Saîf-Eddine Khaoui,Troyes,France,2017,0,1
Robert Lewandowski,Bayern Munich,Germany,2017,6,7
Franck Kessié,Milan,Italy,2017,3,4
Florent Mollet,Metz,France,2017,1,1
François Kamano,Bordeaux,France,2017,1,1
Joselu,Newcastle Utd,England,2017,0,1
Willian José,Real Sociedad,Spain,2017,3,4
Jorginho,Napoli,Italy,2017,1,2
Joan Jordán,Eibar,Spain,2017,1,2
Jonathas,Hannover 96,Germany,2017,1,1
Gabriel Jesus,Manchester City,England,2017,0,2
Ivi,Levante,Spain,2017,1,1
Lorenzo Insigne,Napoli,Italy,2017,1,1
Roberto Inglese,Chievo,Italy,2017,1,2
Ciro Immobile,Lazio,Italy,2017,7,8
Josip Iličić,Atalanta,Italy,2017,2,2
Pietro Iemmello,Benevento,Italy,2017,1,1
Paulo Dybala,Juventus,Italy,2017,3,5
Gaël Kakuta,Amiens,France,2017,0,1
Mauro Icardi,Inter,Italy,2017,6,7
Gonzalo Higuaín,Juventus,Italy,2017,1,2
